team1,team2,score1,score2,odds1,odds2,datetime,notes
Pittsburgh Pirates,St.Louis Cardinals,11,6,+100,-118,22 Sep 2010 23:05,
Washington Nationals,Houston Astros,4,3,+100,-116,22 Sep 2010 23:05,
Oakland Athletics,Chicago White Sox,3,4,-172,+152,22 Sep 2010 19:35,
Minnesota Twins,Cleveland Indians,5,1,-108,-105,22 Sep 2010 17:10,
Los Angeles Dodgers,San Diego Padres,0,6,-127,+110,22 Sep 2010 02:10,
Los Angeles Angels,Texas Rangers,2,0,-106,-110,22 Sep 2010 02:05,
Oakland Athletics,Chicago White Sox,7,2,-149,+131,22 Sep 2010 02:05,
Arizona Diamondbacks,Colorado Rockies,3,1,+123,-141,22 Sep 2010 01:40,
Milwaukee Brewers,Cincinnati Reds,3,4,+106,-123,22 Sep 2010 00:10,
Minnesota Twins,Cleveland Indians,6,4,-149,+131,22 Sep 2010 00:10,
Chicago Cubs,San Francisco Giants,0,1,+106,-123,22 Sep 2010 00:05,
Boston Red Sox,Baltimore Orioles,1,9,-213,+185,21 Sep 2010 23:10,
Miami Marlins,New York Mets,5,2,-112,-104,21 Sep 2010 23:10,
Toronto Blue Jays,Seattle Mariners,5,3,-152,+133,21 Sep 2010 23:07,
Detroit Tigers,Kansas City Royals,6,9,-164,+143,21 Sep 2010 23:05,
New York Yankees,Tampa Bay Rays,8,3,-147,+127,21 Sep 2010 23:05,
Philadelphia Phillies,Atlanta Braves,5,3,-233,+196,21 Sep 2010 23:05,
Pittsburgh Pirates,St.Louis Cardinals,5,2,+124,-141,21 Sep 2010 23:05,
Washington Nationals,Houston Astros,8,4,-111,-105,21 Sep 2010 23:05,
Los Angeles Angels,Texas Rangers,7,4,-154,+134,21 Sep 2010 02:05,
Oakland Athletics,Chicago White Sox,3,0,-137,+120,21 Sep 2010 02:05,
Milwaukee Brewers,Cincinnati Reds,2,5,-105,-111,21 Sep 2010 00:10,
Minnesota Twins,Cleveland Indians,9,3,-192,+169,21 Sep 2010 00:10,
Boston Red Sox,Baltimore Orioles,2,4,-149,+131,20 Sep 2010 23:10,
Detroit Tigers,Kansas City Royals,7,5,-120,+104,20 Sep 2010 23:05,
New York Yankees,Tampa Bay Rays,8,6,-123,+106,20 Sep 2010 23:05,
Philadelphia Phillies,Atlanta Braves,3,1,-200,+175,20 Sep 2010 23:05,
Washington Nationals,Houston Astros,2,8,-132,+116,20 Sep 2010 23:05,
Miami Marlins,St.Louis Cardinals,4,0,+141,-161,20 Sep 2010 19:10,
Chicago White Sox,Detroit Tigers,7,9,-149,+131,20 Sep 2010 00:05,
Los Angeles Dodgers,Colorado Rockies,7,6,-137,+120,19 Sep 2010 20:10,
Seattle Mariners,Texas Rangers,2,1,+112,-128,19 Sep 2010 20:10,
San Francisco Giants,Milwaukee Brewers,9,2,-149,+131,19 Sep 2010 20:05,
St.Louis Cardinals,San Diego Padres,4,1,-175,+154,19 Sep 2010 18:15,
Kansas City Royals,Cleveland Indians,6,4,-123,+106,19 Sep 2010 18:10,
Minnesota Twins,Oakland Athletics,2,6,-200,+174,19 Sep 2010 18:10,
Houston Astros,Cincinnati Reds,4,3,-108,-109,19 Sep 2010 18:05,
Tampa Bay Rays,Los Angeles Angels,3,6,-196,+169,19 Sep 2010 17:40,
Baltimore Orioles,New York Yankees,4,3,+154,-175,19 Sep 2010 17:35,
Boston Red Sox,Toronto Blue Jays,6,0,-175,+152,19 Sep 2010 17:35,
Philadelphia Phillies,Washington Nationals,7,6,-204,+175,19 Sep 2010 17:35,
Pittsburgh Pirates,Arizona Diamondbacks,4,3,+119,-137,19 Sep 2010 17:35,
Miami Marlins,Chicago Cubs,3,13,-127,+108,19 Sep 2010 17:10,
New York Mets,Atlanta Braves,3,6,-109,-108,19 Sep 2010 17:10,
Seattle Mariners,Texas Rangers,1,6,+163,-185,19 Sep 2010 01:10,
San Francisco Giants,Milwaukee Brewers,1,2,-145,+127,19 Sep 2010 01:05,
Boston Red Sox,Toronto Blue Jays,3,4,-141,+123,18 Sep 2010 23:10,
Kansas City Royals,Cleveland Indians,4,6,+100,-119,18 Sep 2010 23:10,
Miami Marlins,Chicago Cubs,3,5,-164,+144,18 Sep 2010 23:10,
Tampa Bay Rays,Los Angeles Angels,4,3,-238,+204,18 Sep 2010 23:10,
Baltimore Orioles,New York Yankees,3,11,+169,-196,18 Sep 2010 23:05,
Houston Astros,Cincinnati Reds,1,11,+118,-133,18 Sep 2010 23:05,
Philadelphia Phillies,Washington Nationals,5,2,-156,+138,18 Sep 2010 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,9,6,-120,+104,18 Sep 2010 23:05,
Chicago White Sox,Detroit Tigers,3,6,+142,-159,18 Sep 2010 20:10,
Los Angeles Dodgers,Colorado Rockies,2,12,+114,-132,18 Sep 2010 20:10,
New York Mets,Atlanta Braves,2,4,+124,-141,18 Sep 2010 20:10,
St.Louis Cardinals,San Diego Padres,4,8,-101,-115,18 Sep 2010 20:10,
Minnesota Twins,Oakland Athletics,4,2,-137,+120,18 Sep 2010 17:10,
San Francisco Giants,Milwaukee Brewers,0,3,-143,+125,18 Sep 2010 02:15,
Los Angeles Dodgers,Colorado Rockies,5,7,+120,-137,18 Sep 2010 02:10,
Seattle Mariners,Texas Rangers,2,1,-106,-110,18 Sep 2010 02:10,
St.Louis Cardinals,San Diego Padres,14,4,+133,-154,18 Sep 2010 00:15,
Chicago White Sox,Detroit Tigers,2,9,-112,-103,18 Sep 2010 00:10,
Kansas City Royals,Cleveland Indians,4,11,-109,-109,18 Sep 2010 00:10,
Minnesota Twins,Oakland Athletics,1,3,-114,-102,18 Sep 2010 00:10,
Houston Astros,Cincinnati Reds,5,3,-104,-112,18 Sep 2010 00:05,
Boston Red Sox,Toronto Blue Jays,9,11,-145,+125,17 Sep 2010 23:10,
Miami Marlins,Chicago Cubs,0,2,-106,-110,17 Sep 2010 23:10,
New York Mets,Atlanta Braves,4,6,+120,-137,17 Sep 2010 23:10,
Tampa Bay Rays,Los Angeles Angels,3,4,-159,+140,17 Sep 2010 23:10,
Baltimore Orioles,New York Yankees,3,4,+135,-154,17 Sep 2010 23:05,
Philadelphia Phillies,Washington Nationals,9,1,-263,+221,17 Sep 2010 23:05,
Pittsburgh Pirates,Arizona Diamondbacks,4,3,+106,-123,17 Sep 2010 23:05,
San Francisco Giants,Los Angeles Dodgers,10,2,-147,+129,17 Sep 2010 02:15,
St.Louis Cardinals,San Diego Padres,4,0,-127,+108,17 Sep 2010 00:15,
Chicago White Sox,Minnesota Twins,5,8,-105,-110,17 Sep 2010 00:10,
New York Mets,Pittsburgh Pirates,6,2,-196,+171,16 Sep 2010 23:10,
Cleveland Indians,Los Angeles Angels,3,2,-111,-105,16 Sep 2010 23:05,
Cincinnati Reds,Arizona Diamondbacks,1,3,-182,+158,16 Sep 2010 16:35,
San Francisco Giants,Los Angeles Dodgers,2,1,-145,+125,16 Sep 2010 02:15,
St.Louis Cardinals,Chicago Cubs,3,7,-182,+158,16 Sep 2010 00:15,
Chicago White Sox,Minnesota Twins,3,9,-106,-111,16 Sep 2010 00:10,
Kansas City Royals,Oakland Athletics,6,3,+129,-147,16 Sep 2010 00:10,
Texas Rangers,Detroit Tigers,11,7,-179,+160,16 Sep 2010 00:05,
Cincinnati Reds,Arizona Diamondbacks,7,5,-185,+162,15 Sep 2010 23:10,
Miami Marlins,Philadelphia Phillies,5,10,+216,-244,15 Sep 2010 23:10,
New York Mets,Pittsburgh Pirates,8,7,-161,+141,15 Sep 2010 23:10,
Tampa Bay Rays,New York Yankees,4,3,-115,-102,15 Sep 2010 23:10,
Baltimore Orioles,Toronto Blue Jays,3,1,-116,-101,15 Sep 2010 23:05,
Cleveland Indians,Los Angeles Angels,0,7,+119,-137,15 Sep 2010 23:05,
Seattle Mariners,Boston Red Sox,1,5,+150,-172,15 Sep 2010 22:40,
Colorado Rockies,San Diego Padres,9,6,-156,+137,15 Sep 2010 19:10,
Houston Astros,Milwaukee Brewers,6,8,-143,+125,15 Sep 2010 18:05,
Atlanta Braves,Washington Nationals,2,4,-182,+160,15 Sep 2010 16:10,
San Francisco Giants,Los Angeles Dodgers,0,1,-112,-105,15 Sep 2010 02:15,
Seattle Mariners,Boston Red Sox,6,9,+116,-133,15 Sep 2010 02:10,
Colorado Rockies,San Diego Padres,6,7,-167,+147,15 Sep 2010 00:40,
St.Louis Cardinals,Chicago Cubs,2,7,-233,+198,15 Sep 2010 00:15,
Chicago White Sox,Minnesota Twins,3,9,-112,-104,15 Sep 2010 00:10,
Kansas City Royals,Oakland Athletics,11,3,-112,-104,15 Sep 2010 00:10,
Houston Astros,Milwaukee Brewers,3,2,-123,+106,15 Sep 2010 00:05,
Texas Rangers,Detroit Tigers,11,4,-169,+148,15 Sep 2010 00:05,
Tampa Bay Rays,New York Yankees,7,8,-133,+117,14 Sep 2010 23:10,
Atlanta Braves,Washington Nationals,0,6,-213,+184,14 Sep 2010 23:10,
Cincinnati Reds,Arizona Diamondbacks,1,3,-159,+139,14 Sep 2010 23:10,
Miami Marlins,Philadelphia Phillies,1,2,+138,-156,14 Sep 2010 23:10,
New York Mets,Pittsburgh Pirates,9,1,-196,+171,14 Sep 2010 23:10,
Baltimore Orioles,Toronto Blue Jays,11,3,-115,-101,14 Sep 2010 23:05,
Cleveland Indians,Los Angeles Angels,4,3,-116,-101,14 Sep 2010 23:05,
Seattle Mariners,Boston Red Sox,1,5,+152,-175,14 Sep 2010 02:10,
Colorado Rockies,San Diego Padres,4,6,-161,+140,14 Sep 2010 00:40,
St.Louis Cardinals,Chicago Cubs,1,5,-233,+200,14 Sep 2010 00:15,
Houston Astros,Milwaukee Brewers,4,2,-139,+122,14 Sep 2010 00:05,
Atlanta Braves,Washington Nationals,4,0,-200,+173,13 Sep 2010 23:10,
Cincinnati Reds,Arizona Diamondbacks,7,2,-172,+150,13 Sep 2010 23:10,
Miami Marlins,Philadelphia Phillies,4,11,+117,-135,13 Sep 2010 23:10,
New York Mets,Pittsburgh Pirates,1,0,-164,+145,13 Sep 2010 23:10,
Tampa Bay Rays,New York Yankees,1,0,-118,+100,13 Sep 2010 23:10,
Baltimore Orioles,Toronto Blue Jays,4,3,-141,+123,13 Sep 2010 23:05,
Kansas City Royals,Oakland Athletics,1,3,-104,-112,13 Sep 2010 19:10,
Atlanta Braves,St.Louis Cardinals,3,7,-227,+196,13 Sep 2010 00:05,
Oakland Athletics,Boston Red Sox,3,5,-125,+108,12 Sep 2010 20:05,
San Diego Padres,San Francisco Giants,1,6,-145,+127,12 Sep 2010 20:05,
